rhaetian                 | Rhaetian                 |  The Rhaetian is the latest age of the Triassic period (in geochronology) or the uppermost stage of the Triassic system (in chronostratigraphy). It was preceded by the Norian and succeeded by the Hettangian (the lowermost stage or earliest age of the Jurassic). The base of the Rhaetian lacks a formal GSSP, though candidate sections include Steinbergkogel in Austria (since 2007) and Pignola-Abriola in Italy (since 2016). The end of the Rhaetian (and the base of the overlying Hettangian stage) is more well-defined. According to the current ICS (International Commission on Stratigraphy) system, the Rhaetian ended 201.3 ± 0.2 Ma (million years ago).
hettangian               | Hettangian               |  The Hettangian is the earliest age and lowest stage of the Jurassic period of the geologic timescale. It spans the time between 201.3 ± 0.2 Ma and 199.3 ± 0.3 Ma (million years ago). The Hettangian follows the Rhaetian (part of the Triassic period) and is followed by the Sinemurian.
sinemurian               | Sinemurian               |  In the geologic timescale, the Sinemurian is an age and stage in the Early or Lower Jurassic epoch or series. It spans the time between 199.3 ± 2 Ma and 190.8 ± 1.5 Ma (million years ago). The Sinemurian is preceded by the Hettangian and is followed by the Pliensbachian. In Europe the Sinemurian age, together with the Hettangian age, saw the deposition of the lower Lias, in Great Britain known as the Blue Lias.
pliensbachian            | Pliensbachian            |  The Pliensbachian is an age of the geologic timescale and stage in the stratigraphic column. It is part of the Early or Lower Jurassic epoch or series and spans the time between 190.8 ± 1.5 Ma and 182.7 ± 1.5 Ma (million years ago). The Pliensbachian is preceded by the Sinemurian and followed by the Toarcian. The Pliensbachian ended with the extinction event called the Toarcian turnover.
toarchian                | Toarchian                |  The Toarcian is, in the ICS' geologic timescale, an age and stage in the Early or Lower Jurassic. It spans the time between 182.7 Ma (million years ago) and 174.1 Ma. It follows the Pliensbachian and is followed by the Aalenian. The Toarcian age began with the Toarcian turnover, the extinction event that sets its fossil faunas apart from the previous Pliensbachian age.
aalenian                 | Aalenian                 |  The Aalenian is a subdivision of the Middle Jurassic epoch/series of the geologic timescale that extends from about 174.1 Ma to about 170.3 Ma (million years ago). It was preceded by the Toarcian and succeeded by the Bajocian.
bajocian                 | Bajocian                 |  In the geologic timescale, the Bajocian is an age and stage in the Middle Jurassic. It lasted from approximately 170.3 Ma to around 168.3 Ma (million years ago). The Bajocian age succeeds the Aalenian age and precedes the Bathonian age.
bathonian                | Bathonian                |  In the geologic timescale the Bathonian is an age and stage of the Middle Jurassic. It lasted from approximately 168.3 Ma to around 166.1 Ma (million years ago). The Bathonian age succeeds the Bajocian age and precedes the Callovian age.
callovian                | Callovian                |  In the geologic timescale, the Callovian is an age and stage in the Middle Jurassic, lasting between 166.1 ± 4.0 Ma (million years ago) and 163.5 ± 4.0 Ma. It is the last stage of the Middle Jurassic, following the Bathonian and preceding the Oxfordian.
oxfordian                | Oxfordian_(stage)        |  The Oxfordian is, in the ICS' geologic timescale, the earliest age of the Late Jurassic epoch, or the lowest stage of the Upper Jurassic series. It spans the time between 163.5 ± 4 Ma and 157.3 ± 4 Ma (million years ago). The Oxfordian is preceded by the Callovian and is followed by the Kimmeridgian.
kimmeridgian             | Kimmeridgian             |  In the geologic timescale, the Kimmeridgian is an age or stage in the Late or Upper Jurassic epoch or series. It spans the time between 157.3 ± 1.0 Ma and 152.1 ± 0.9 Ma (million years ago). The Kimmeridgian follows the Oxfordian and precedes the Tithonian.
tithonian                | Tithonian                |  In the geological timescale, the Tithonian is the latest age of the Late Jurassic epoch or the uppermost stage of the Upper Jurassic series. It spans the time between 152.1 ± 4 Ma and 145.0 ± 4 Ma (million years ago). It is preceded by the Kimmeridgian and followed by the Berriasian stage (part of the Cretaceous).
berriasian               | Berriasian               |  In the geological timescale, the Berriasian is an age/stage of the Early/Lower Cretaceous. It is the oldest subdivision in the entire Cretaceous. It has been taken to span the time between 145.0 ± 4.0 Ma and 139.8 ± 3.0 Ma (million years ago). The Berriasian succeeds the Tithonian (part of the Jurassic) and precedes the Valanginian.
valanginian              | Valanginian              |  In the geologic timescale, the Valanginian is an age or stage of the Early or Lower Cretaceous. It spans between 139.8 ± 3.0 Ma and 132.9 ± 2.0 Ma (million years ago). The Valanginian stage succeeds the Berriasian stage of the Lower Cretaceous and precedes the Hauterivian stage of the Lower Cretaceous.
hauterivian              | Hauterivian              |  The Hauterivian is, in the geologic timescale, an age in the Early Cretaceous epoch or a stage in the Lower Cretaceous series. It spans the time between 132.9 ± 2 Ma and 129.4 ± 1.5 Ma (million years ago). The Hauterivian is preceded by the Valanginian and succeeded by the Barremian.
barremian                | Barremian                |  The Barremian is an age in the geologic timescale (or a chronostratigraphic stage) between 129.4 ± 1.5 Ma (million years ago) and 125.0 ± 1.0 Ma). It is a subdivision of the Early Cretaceous epoch (or Lower Cretaceous series). It is preceded by the Hauterivian and followed by the Aptian stage.
aptian                   | Aptian                   |  The Aptian is an age in the geologic timescale or a stage in the stratigraphic column. It is a subdivision of the Early or Lower Cretaceous epoch or series and encompasses the time from 125.0 ± 1.0 Ma to 113.0 ± 1.0 Ma (million years ago), approximately. The Aptian succeeds the Barremian and precedes the Albian, all part of the Lower/Early Cretaceous. The Aptian partly overlaps the upper part of the regionally used (in Western Europe) stage Urgonian.
albian                   | Albian                   |  The Albian is both an age of the geologic timescale and a stage in the stratigraphic column. It is the youngest or uppermost subdivision of the Early/Lower Cretaceous epoch/series. Its approximate time range is 113.0 ± 1.0 Ma to 100.5 ± 0.9 Ma (million years ago). The Albian is preceded by the Aptian and followed by the Cenomanian.
cenomanian               | Cenomanian               |  The Cenomanian is, in the ICS' geological timescale, the oldest or earliest age of the Late Cretaceous epoch or the lowest stage of the Upper Cretaceous series. An age is a unit of geochronology; it is a unit of time; the stage is a unit in the stratigraphic column deposited during the corresponding age. Both age and stage bear the same name. As a unit of geologic time measure, the Cenomanian age spans the time between 100.5 ± 0.9 and 93.9 ± 0.8 million years ago (Mya). In the geologic timescale, it is preceded by the Albian and is followed by the Turonian. The Upper Cenomanian starts around at 95 Mya.
turonian                 | Turonian                 |  The Turonian is, in the ICS' geologic timescale, the second age in the Late Cretaceous epoch, or a stage in the Upper Cretaceous series. It spans the time between 93.9 ± 0.8 Ma and 89.8 ± 1 Ma (million years ago). The Turonian is preceded by the Cenomanian stage and underlies the Coniacian stage. At the beginning of the Turonian an anoxic event took place which is called the Cenomanian-Turonian boundary event or the "Bonarelli Event".
coniacian                | Coniacian                |  The Coniacian is an age or stage in the geologic timescale. It is a subdivision of the Late Cretaceous epoch or Upper Cretaceous series and spans the time between 89.8 ± 1 Ma and 86.3 ± 0.7 Ma (million years ago). The Coniacian is preceded by the Turonian and followed by the Santonian.
santonian                | Santonian                |  The Santonian is an age in the geologic timescale or a chronostratigraphic stage. It is a subdivision of the Late Cretaceous epoch or Upper Cretaceous series. It spans the time between 86.3 ± 0.7 mya (million years ago) and 83.6 ± 0.7 mya. The Santonian is preceded by the Coniacian and is followed by the Campanian.
campanian                | Campanian                |  The Campanian is the fifth of six ages of the Late Cretaceous epoch on the geologic timescale of the International Commission on Stratigraphy (ICS). In chronostratigraphy, it is the fifth of six stages in the Upper Cretaceous series. Campanian spans the time from 83.6 (± 0.7) to 72.1 (± 0.6) million years ago. It is preceded by the Santonian and it is followed by the Maastrichtian. The Campanian was an age when a worldwide sea level rise covered many coastal areas. The morphology of some of these areas has been preserved: it is an unconformity beneath a cover of marine sedimentary rocks.
maastrichtian            | Maastrichtian            |  The Maastrichtian is, in the ICS geologic timescale, the latest age (uppermost stage) of the Late Cretaceous epoch or Upper Cretaceous series, the Cretaceous period or system, and of the Mesozoic era or erathem. It spanned the interval from 72.1 to 66 million years ago. The Maastrichtian was preceded by the Campanian and succeeded by the Danian (part of the Paleogene and Paleocene). The Cretaceous–Paleogene extinction event (formerly known as the Cretaceous–Tertiary extinction event)[a] occurred at the end of this age. In this mass extinction, many commonly recognized groups such as non-avian dinosaurs, plesiosaurs and mosasaurs, as well as many other lesser-known groups, died out. The cause of the extinction is most commonly linked to an asteroid about 10 to 15 kilometres (6.2 to 9.3 mi) wide colliding with Earth, ending the Cretaceous.
danian                   | Danian                   |  The Danian is the oldest age or lowest stage, of the Paleocene epoch or series, of the Paleogene period or system, and of the Cenozoic era or erathem. The beginning of the Danian age (and the end of the preceding Maastrichtian age) is at the Cretaceous–Paleogene extinction event 66 Ma. The age ended 61.6 Ma, being followed by the Selandian age.
selandian                | Selandian                |  The Selandian is in the geologic timescale an age or stage in the Paleocene. It spans the time between 61.6 and 59.2 Ma. It is preceded by the Danian and followed by the Thanetian. Sometimes the Paleocene is subdivided in subepochs, in which the Selandian forms the "Middle Paleocene".
thanetian                | Thanetian                |  The Thanetian is, in the ICS Geologic timescale, the latest age or uppermost stratigraphic stage of the Paleocene Epoch or series. It spans the time between 59.2 and 56 Ma. The Thanetian is preceded by the Selandian age and followed by the Ypresian age (part of the Eocene). The Thanetian is sometimes referred to as the Late Paleocene.
ypresian                 | Ypresian                 |  In the geologic timescale the Ypresian is the oldest age or lowest stratigraphic stage of the Eocene. It spans the time between 56 and 47.8 Ma, is preceded by the Thanetian age (part of the Paleocene) and is followed by the Eocene Lutetian age. The Ypresian is consistent with the lower Eocene.
lutetian                 | Lutetian                 |  The Lutetian is, in the geologic timescale, a stage or age in the Eocene. It spans the time between 47.8 and 41.2 Ma. The Lutetian is preceded by the Ypresian and is followed by the Bartonian. Together with the Bartonian it is sometimes referred to as the Middle Eocene subepoch.
bartonian                | Bartonian                |  The Bartonian is, in the ICS's geologic time scale, a stage or age in the middle Eocene epoch or series. The Bartonian age spans the time between 41.2 and 37.8 Ma. It is preceded by the Lutetian and is followed by the Priabonian age.
priabonian               | Priabonian               |  The Priabonian is, in the ICS's geologic timescale, the latest age or the upper stage of the Eocene epoch or series. It spans the time between 37.8 and 33.9 Ma. The Priabonian is preceded by the Bartonian and is followed by the Rupelian, the lowest stage of the Oligocene.
rupelian                 | Rupelian                 |  The Rupelian is, in the geologic timescale, the older of two ages or the lower of two stages of the Oligocene epoch/series. It spans the time between 33.9 and 28.1 Ma. It is preceded by the Priabonian stage (part of the Eocene) and is followed by the Chattian stage.
chattian                 | Chattian                 |  The Chattian is, in the geologic timescale, the younger of two ages or upper of two stages of the Oligocene epoch/series. It spans the time between 28.1 and 23.03 Ma. The Chattian is preceded by the Rupelian and is followed by the Aquitanian (the lowest stage of the Miocene).
aquitanian               | Aquitanian_(stage)       |  The Aquitanian is, in the ICS' geologic timescale, the oldest age or lowest stage in the Miocene. It spans the time between 23.03 ± 0.05 Ma and 20.43 ± 0.05 Ma (million years ago) during the Early Miocene. It is a dry, cooling period. The Aquitanian succeeds the Chattian (the youngest age of the Oligocene) and precedes the Burdigalian. The Aquitanian age overlaps with the Harrisonian, Agenian, Pareora, Landon, Otaian, and Waitakian ages from various regional timescales.
burdigalian              | Burdigalian              |  The Burdigalian is, in the geologic timescale, an age or stage in the early Miocene. It spans the time between 20.43 ± 0.05 Ma and 15.97 ± 0.05 Ma (million years ago). Preceded by the Aquitanian, the Burdigalian was the first and longest warming period of the Miocene and is succeeded by the Langhian.
langhian                 | Langhian                 |  The Langhian is, in the ICS geologic timescale, an age or stage in the middle Miocene epoch/series. It spans the time between 15.97 ± 0.05 Ma and 13.65 ± 0.05 Ma (million years ago) during the Middle Miocene. The Langhian was a continuing warming period defined by Lorenzo Pareto in 1865, it was originally established in the Langhe area north of Ceva in northern Italy, hence the name. The Langhian is preceded by the Burdigalian and followed by the Serravallian stage.
serravallian             | Serravallian             |  The Serravallian is in the geologic timescale an age or a stage in the middle Miocene epoch/series, that spans the time between 13.82 Ma and 11.63 Ma (million years ago). The Serravallian follows the Langhian and is followed by the Tortonian. It overlaps with the middle of the Astaracian European Land Mammal Mega Zone, the upper Barstovian and lower Clarendonian North American Land Mammal Ages and the Laventan and lower Mayoan South American Land Mammal Ages. It is also coeval with the Sarmatian and upper Badenian stages of the Paratethys time scale of Central and eastern Europe.
tortonian                | Tortonian                |  The Tortonian is in the geologic time scale an age or stage of the late Miocene that spans the time between 11.608 ± 0.005 Ma and 7.246 ± 0.005 Ma (million years ago). It follows the Serravallian and is followed by the Messinian. The Tortonian roughly overlaps with the regional Pannonian stage of the Paratethys timescale of Central Europe. It also overlaps the upper Astaracian, Vallesian and lower Turolian European land mammal ages, the upper Clarendonian and lower Hemphillian North American land mammal ages and the upper Chasicoan and lower Huayquerian South American land mammal ages.
messinian                | Messinian                |  The Messinian is in the geologic timescale the last age or uppermost stage of the Miocene. It spans the time between 7.246 ± 0.005 Ma and 5.333 ± 0.005 Ma (million years ago). It follows the Tortonian and is followed by the Zanclean, the first age of the Pliocene. The Messinian overlaps the Turolian European Land Mammal Mega Zone (more precisely MN 12 and 13) and the Pontian Central European Paratethys stage. It also overlaps the late Huayquerian and early Montehermosan South American Land Mammal Ages, and falls inside the more extensive Hemphillian North American Land Mammal Age. During the Messinian, around 6 million years ago, the Messinian salinity crisis took place, which brought about repeated desiccations of the Mediterranean Sea.
zanclean                 | Zanclean                 |  The Zanclean is the lowest stage or earliest age on the geologic time scale of the Pliocene. It spans the time between 5.332 ± 0.005 Ma and 3.6 ± 0.005 Ma (million years ago). It is preceded by the Messinian age of the Miocene epoch, and followed by the Piacenzian age. The Zanclean can be correlated with regionally used stages, such as the Tabianian or Dacian of Central Europe. It also corresponds to the late Hemphillian to mid-Blancan North American Land Mammal Ages. In California, the Zanclean roughly corresponds to the mid-Delmontian Californian Stage of from 7.5 To 2.9 Ma ago.
piacenzian               | Piacenzian               |  The Piacenzian is in the international geologic time scale the upper stage or latest age of the Pliocene. It spans the time between 3.6 ± 0.005 Ma and 2.588 ± 0.005 Ma (million years ago). The Piacenzian is after the Zanclean and is followed by the Gelasian (part of the Pleistocene). The Piacenzian is roughly coeval with the European land mammal age MN 16, overlaps the late Chapadmalalan and early Uquian South American land mammal age and falls inside the more extensive Blancan North American land mammal age. It also correlates with the Astian, Redonian, Reuverian and Romanian regional stages of Europe. Some authorities describe the British Red Crag Formation and Waltonian stage as late Piacenzian, while others regard them as early Pleistocene. Carbon dioxide levels during the Piacenzian were similar to those of today, making this age, with global mean temperature 2–3 °C higher and sea levels about twenty meters higher than today, an important analogue for predictions of the future of our world.
gelasian                 | Gelasian                 |  The Gelasian is an age in the international geologic timescale or a stage in chronostratigraphy, being the earliest or lowest subdivision of the Quaternary period/system and Pleistocene epoch/series. It spans the time between 2.588 ± 0.005 Ma (million years ago) and 1.806 ± 0.005 Ma. It follows the Piacenzian stage (part of the Pliocene) and is followed by the Calabrian stage.
calabrian                | Calabrian_(stage)        |  Calabrian is a subdivision of the Pleistocene Epoch of the geologic time scale, defined as ~1.8 Ma.—781,000 years ago ± 5,000 years, a period of ~1.019 million years. The end of the stage is defined by the last magnetic pole reversal (781 ± 5 Ka) and plunge into an ice age and global drying possibly colder and drier than the late Miocene (Messinian) through early Pliocene (Zanclean) cold period. Originally the Calabrian was a European faunal stage primarily based on mollusk fossils. It has become the second geologic age in the Early Pleistocene. Many of the mammalian faunal assemblages of the Early Pleistocene start in the Gelasian. For example, the Platygonus and other Blancan fauna appear first in the Gelasian.
chibanian                | Chibanian                |  The Chibanian, widely known by its previous designation of Middle Pleistocene, is an age in the international geologic timescale or a stage in chronostratigraphy, being the second division of the Pleistocene Epoch within the ongoing Quaternary Period. The Chibanian name was officially ratified in January 2020. It is currently estimated to span the time between 0.770 Ma (770,000 years ago) and 0.126 Ma (126,000 years ago), also expressed as 770–126 ka. It includes the transition in palaeoanthropology from the Lower to the Middle Palaeolithic over 300 ka.
upper-pleistocene        | Late_Pleistocene         |  The Late Pleistocene is an unofficial age in the international geologic timescale in chronostratigraphy, also known as Upper Pleistocene from a stratigraphic perspective. It is intended to be the fourth division of the Pleistocene Epoch within the ongoing Quaternary Period. It is currently estimated to span the time between c. 129,000 and c. 11,700 years ago. The Late Pleistocene equates to the proposed Tarantian Age of the geologic time scale, preceded by the officially ratified Chibanian (formerly known as Middle Pleistocene) and succeeded by the officially ratified Greenlandian. The estimated beginning of the Tarantian is the start of the Eemian interglacial period (Marine Isotope Stage 5). It is held to end with the termination of the Younger Dryas, some 11,700 years ago when the Holocene Epoch began. The main feature of the Late Pleistocene was glaciation, for example the Würm glaciation in the Alps of Europe, to 14 ka, and the subsequent Younger Dryas. Many megafauna became extinct during this age, a trend that continued into the Holocene. In palaeoanthropology, the Late Pleistocene contains the Upper Palaeolithic stage of human development, including many of the early human migrations and the extinction of the last remaining archaic human species.
greenlandian             | Greenlandian             |  In the geologic time scale, the Greenlandian is the earliest age or lowest stage of the Holocene epoch or series, part of the Quaternary. It is one of three subdivisions of the Holocene. The lower boundary of the Greenlandian Age is the GSSP sample from the North Greenland Ice Core Project in central Greenland (75.1000°N 42.3200°W). The Greenlandian GSSP has been correlated with the end of Younger Dryas (from near-glacial to interglacial) and a "shift in deuterium excess values". The age began 9700 BCE or 300 HE. The age was officially ratified by the International Commission on Stratigraphy in July 2018 along with the Meghalayan and the Northgrippian.
northgrippian            | Northgrippian            |  In the geologic time scale, the Northgrippian is the middle of the three ages of the Holocene epoch which lies in the Quaternary period. It was officially ratified by the International Commission on Stratigraphy in July 2018 along with the Greenlandian and the Meghalayan. The age takes its name from the North Greenland Ice Core Project (NorthGRIP). The age began 8,236 years before the year 2000 (6236 BCE or 3764 HE), near the 8.2 kiloyear event, and goes up to the start of the Meghalayan, which began 4,200 years before the year 1950 (2250 BCE or 7750 HE), near the 4.2 kiloyear event.
meghalayan               | Meghalayan               |  In the geologic time scale, the Meghalayan is the latest age or uppermost stage of the Quaternary. It is also the upper, or latest, of three subdivisions of the Holocene epoch or series. Its Global Boundary Stratotype Section and Point (GSSP) is a Krem Mawmluh Cave formation in Meghalaya, northeast India. Mawmluh cave is one of the longest and deepest caves in India, and conditions here were suitable for preserving chemical signs of the transition in ages. The global auxiliary stratotype is an ice core from Mount Logan in Canada. The Meghalayan begins 4,200 years BP, i.e., before 1950 (c. 2250 BC or 7750 HE), leaving open room for the possible creation of the Anthropocene from 1950 forward. The age began with a 200-year drought that impacted human civilizations in the Eastern Mediterranean, Mesopotamia, the Indus Valley and the Yangtze River Valley.
